fips,county,state,cbsa,cbsaname
30003,"Big Horn County, MT",MT,99999,NA
30005,"Blaine County, MT",MT,99999,NA
30041,"Hill County, MT",MT,99999,NA
30103,"Treasure County, MT",MT,99999,NA
30065,"Musselshell County, MT",MT,99999,NA
30013,"Cascade County, MT",MT,24500,"Great Falls, MT"
30049,"Lewis and Clark County, MT",MT,25740,"Helena, MT"
30007,"Broadwater County, MT",MT,99999,NA
30033,"Garfield County, MT",MT,99999,NA
30063,"Missoula County, MT",MT,33540,"Missoula, MT"
30029,"Flathead County, MT",MT,28060,"Kalispell, MT"
30047,"Lake County, MT",MT,99999,NA
30077,"Powell County, MT",MT,99999,NA
30001,"Beaverhead County, MT",MT,99999,NA
16059,"Lemhi County, ID",ID,99999,NA
16043,"Fremont County, ID",ID,39940,"Rexburg, ID"
30057,"Madison County, MT",MT,99999,NA
30059,"Meagher County, MT",MT,99999,NA
30039,"Granite County, MT",MT,99999,NA
30023,"Deer Lodge County, MT",MT,99999,NA
30093,"Silver Bow County, MT",MT,15580,"Butte-Silver Bow, MT"
30075,"Powder River County, MT",MT,99999,NA
30011,"Carter County, MT",MT,99999,NA
30017,"Custer County, MT",MT,99999,NA
30111,"Yellowstone County, MT",MT,13740,"Billings, MT"
30095,"Stillwater County, MT",MT,99999,NA
30067,"Park County, MT",MT,99999,NA
30107,"Wheatland County, MT",MT,99999,NA
30037,"Golden Valley County, MT",MT,13740,"Billings, MT"
30043,"Jefferson County, MT",MT,25740,"Helena, MT"
30085,"Roosevelt County, MT",MT,99999,NA
30035,"Glacier County, MT",MT,99999,NA
30051,"Liberty County, MT",MT,99999,NA
30055,"McCone County, MT",MT,99999,NA
30083,"Richland County, MT",MT,99999,NA
30021,"Dawson County, MT",MT,99999,NA
30097,"Sweet Grass County, MT",MT,99999,NA
38033,"Golden Valley County, ND",ND,99999,NA
56003,"Big Horn County, WY",WY,99999,NA
56029,"Park County, WY",WY,99999,NA
16021,"Boundary County, ID",ID,99999,NA
31095,"Jefferson County, NE",NE,99999,NA
31151,"Saline County, NE",NE,99999,NA
31185,"York County, NE",NE,99999,NA
31067,"Gage County, NE",NE,13100,"Beatrice, NE"
31059,"Fillmore County, NE",NE,99999,NA
31147,"Richardson County, NE",NE,99999,NA
31127,"Nemaha County, NE",NE,99999,NA
31133,"Pawnee County, NE",NE,99999,NA
31131,"Otoe County, NE",NE,99999,NA
31097,"Johnson County, NE",NE,99999,NA
31169,"Thayer County, NE",NE,99999,NA
31057,"Dundy County, NE",NE,99999,NA
31171,"Thomas County, NE",NE,99999,NA
31145,"Red Willow County, NE",NE,99999,NA
31111,"Lincoln County, NE",NE,35820,"North Platte, NE"
31101,"Keith County, NE",NE,99999,NA
31135,"Perkins County, NE",NE,99999,NA
31087,"Hitchcock County, NE",NE,99999,NA
31085,"Hayes County, NE",NE,99999,NA
31065,"Furnas County, NE",NE,99999,NA
31073,"Gosper County, NE",NE,30420,"Lexington, NE"
31063,"Frontier County, NE",NE,99999,NA
31029,"Chase County, NE",NE,99999,NA
31047,"Dawson County, NE",NE,30420,"Lexington, NE"
31159,"Seward County, NE",NE,30700,"Lincoln, NE"
31109,"Lancaster County, NE",NE,30700,"Lincoln, NE"
31107,"Knox County, NE",NE,99999,NA
31027,"Cedar County, NE",NE,99999,NA
31179,"Wayne County, NE",NE,99999,NA
31011,"Boone County, NE",NE,99999,NA
31173,"Thurston County, NE",NE,99999,NA
31183,"Wheeler County, NE",NE,99999,NA
31021,"Burt County, NE",NE,99999,NA
31167,"Stanton County, NE",NE,35740,"Norfolk, NE"
31143,"Polk County, NE",NE,99999,NA
31139,"Pierce County, NE",NE,35740,"Norfolk, NE"
31119,"Madison County, NE",NE,35740,"Norfolk, NE"
31141,"Platte County, NE",NE,18100,"Columbus, NE"
31125,"Nance County, NE",NE,99999,NA
31053,"Dodge County, NE",NE,23340,"Fremont, NE"
31039,"Cuming County, NE",NE,99999,NA
31023,"Butler County, NE",NE,99999,NA
31051,"Dixon County, NE",NE,43580,"Sioux City, IA-NE-SD"
31037,"Colfax County, NE",NE,99999,NA
31003,"Antelope County, NE",NE,99999,NA
31093,"Howard County, NE",NE,24260,"Grand Island, NE"
31081,"Hamilton County, NE",NE,24260,"Grand Island, NE"
31121,"Merrick County, NE",NE,24260,"Grand Island, NE"
31079,"Hall County, NE",NE,24260,"Grand Island, NE"
31175,"Valley County, NE",NE,99999,NA
31181,"Webster County, NE",NE,99999,NA
31099,"Kearney County, NE",NE,28260,"Kearney, NE"
31137,"Phelps County, NE",NE,99999,NA
31129,"Nuckolls County, NE",NE,99999,NA
31061,"Franklin County, NE",NE,99999,NA
31083,"Harlan County, NE",NE,99999,NA
31035,"Clay County, NE",NE,99999,NA
31001,"Adams County, NE",NE,25580,"Hastings, NE"
31019,"Buffalo County, NE",NE,28260,"Kearney, NE"
31041,"Custer County, NE",NE,99999,NA
31009,"Blaine County, NE",NE,99999,NA
31045,"Dawes County, NE",NE,99999,NA
31105,"Kimball County, NE",NE,99999,NA
31013,"Box Butte County, NE",NE,99999,NA
31069,"Garden County, NE",NE,99999,NA
31123,"Morrill County, NE",NE,99999,NA
31089,"Holt County, NE",NE,99999,NA
31015,"Boyd County, NE",NE,99999,NA
31017,"Brown County, NE",NE,99999,NA
31031,"Cherry County, NE",NE,99999,NA
31155,"Saunders County, NE",NE,36540,"Omaha-Council Bluffs, NE-IA"
31055,"Douglas County, NE",NE,36540,"Omaha-Council Bluffs, NE-IA"
31025,"Cass County, NE",NE,36540,"Omaha-Council Bluffs, NE-IA"
31157,"Scotts Bluff County, NE",NE,42420,"Scottsbluff, NE"
31153,"Sarpy County, NE",NE,36540,"Omaha-Council Bluffs, NE-IA"
31113,"Logan County, NE",NE,35820,"North Platte, NE"
31091,"Hooker County, NE",NE,99999,NA
31117,"McPherson County, NE",NE,35820,"North Platte, NE"
31043,"Dakota County, NE",NE,43580,"Sioux City, IA-NE-SD"
31163,"Sherman County, NE",NE,99999,NA
31077,"Greeley County, NE",NE,99999,NA
31049,"Deuel County, NE",NE,99999,NA
31161,"Sheridan County, NE",NE,99999,NA
31033,"Cheyenne County, NE",NE,99999,NA
31165,"Sioux County, NE",NE,42420,"Scottsbluff, NE"
31007,"Banner County, NE",NE,42420,"Scottsbluff, NE"
31075,"Grant County, NE",NE,99999,NA
31071,"Garfield County, NE",NE,99999,NA
31103,"Keya Paha County, NE",NE,99999,NA
31115,"Loup County, NE",NE,99999,NA
31149,"Rock County, NE",NE,99999,NA
31005,"Arthur County, NE",NE,99999,NA
31177,"Washington County, NE",NE,36540,"Omaha-Council Bluffs, NE-IA"
32003,"Clark County, NV",NV,29820,"Las Vegas-Henderson-Paradise, NV"
32017,"Lincoln County, NV",NV,99999,NA
32023,"Nye County, NV",NV,37220,"Pahrump, NV"
32001,"Churchill County, NV",NV,21980,"Fallon, NV"
32005,"Douglas County, NV",NV,23820,"Gardnerville Ranchos, NV"
32007,"Elko County, NV",NV,21220,"Elko, NV"
32013,"Humboldt County, NV",NV,49080,"Winnemucca, NV"
32021,"Mineral County, NV",NV,99999,NA
32033,"White Pine County, NV",NV,99999,NA
32510,"Carson City, NV",NV,16180,"Carson City, NV"
32009,"Esmeralda County, NV",NV,99999,NA
32011,"Eureka County, NV",NV,21220,"Elko, NV"
32015,"Lander County, NV",NV,99999,NA
32019,"Lyon County, NV",NV,22280,"Fernley, NV"
32027,"Pershing County, NV",NV,99999,NA
32029,"Storey County, NV",NV,39900,"Reno, NV"
32031,"Washoe County, NV",NV,39900,"Reno, NV"
33003,"Carroll County, NH",NH,99999,NA
33007,"Coos County, NH",NH,13620,"Berlin, NH-VT"
33015,"Rockingham County, NH",NH,14460,"Boston-Cambridge-Newton, MA-NH"
33011,"Hillsborough County, NH",NH,31700,"Manchester-Nashua, NH"
33001,"Belknap County, NH",NH,29060,"Laconia, NH"
33005,"Cheshire County, NH",NH,28300,"Keene, NH"
33009,"Grafton County, NH",NH,17200,"Claremont-Lebanon, NH-VT"
33013,"Merrimack County, NH",NH,18180,"Concord, NH"
33019,"Sullivan County, NH",NH,17200,"Claremont-Lebanon, NH-VT"
50027,"Windsor County, VT",VT,17200,"Claremont-Lebanon, NH-VT"
50009,"Essex County, VT",VT,13620,"Berlin, NH-VT"
33017,"Strafford County, NH",NH,14460,"Boston-Cambridge-Newton, MA-NH"
34027,"Morris County, NJ",NJ,35620,"New York-Newark-Jersey City, NY-NJ-PA"
34029,"Ocean County, NJ",NJ,35620,"New York-Newark-Jersey City, NY-NJ-PA"
34025,"Monmouth County, NJ",NJ,35620,"New York-Newark-Jersey City, NY-NJ-PA"
34035,"Somerset County, NJ",NJ,35620,"New York-Newark-Jersey City, NY-NJ-PA"
34019,"Hunterdon County, NJ",NJ,35620,"New York-Newark-Jersey City, NY-NJ-PA"
34009,"Cape May County, NJ",NJ,36140,"Ocean City, NJ"
34005,"Burlington County, NJ",NJ,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
34007,"Camden County, NJ",NJ,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
34031,"Passaic County, NJ",NJ,35620,"New York-Newark-Jersey City, NY-NJ-PA"
34003,"Bergen County, NJ",NJ,35620,"New York-Newark-Jersey City, NY-NJ-PA"
34011,"Cumberland County, NJ",NJ,47220,"Vineland-Bridgeton, NJ"
34013,"Essex County, NJ",NJ,35620,"New York-Newark-Jersey City, NY-NJ-PA"
34017,"Hudson County, NJ",NJ,35620,"New York-Newark-Jersey City, NY-NJ-PA"
34033,"Salem County, NJ",NJ,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
34001,"Atlantic County, NJ",NJ,12100,"Atlantic City-Hammonton, NJ"
34021,"Mercer County, NJ",NJ,45940,"Trenton, NJ"
34041,"Warren County, NJ",NJ,10900,"Allentown-Bethlehem-Easton, PA-NJ"
34037,"Sussex County, NJ",NJ,35620,"New York-Newark-Jersey City, NY-NJ-PA"
34039,"Union County, NJ",NJ,35620,"New York-Newark-Jersey City, NY-NJ-PA"
34015,"Gloucester County, NJ",NJ,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
34023,"Middlesex County, NJ",NJ,35620,"New York-Newark-Jersey City, NY-NJ-PA"
36071,"Orange County, NY",NY,35620,"New York-Newark-Jersey City, NY-NJ-PA"
35043,"Sandoval County, NM",NM,10740,"Albuquerque, NM"
35061,"Valencia County, NM",NM,10740,"Albuquerque, NM"
35001,"Bernalillo County, NM",NM,10740,"Albuquerque, NM"
35053,"Socorro County, NM",NM,99999,NA
35017,"Grant County, NM",NM,43500,"Silver City, NM"
35013,"Doña Ana County, NM",NM,29740,"Las Cruces, NM"
35003,"Catron County, NM",NM,99999,NA
35025,"Lea County, NM",NM,26020,"Hobbs, NM"
35019,"Guadalupe County, NM",NM,99999,NA
35015,"Eddy County, NM",NM,16100,"Carlsbad-Artesia, NM"
35035,"Otero County, NM",NM,10460,"Alamogordo, NM"
35037,"Quay County, NM",NM,99999,NA
35033,"Mora County, NM",NM,99999,NA
35055,"Taos County, NM",NM,45340,"Taos, NM"
35045,"San Juan County, NM",NM,22140,"Farmington, NM"
35007,"Colfax County, NM",NM,99999,NA
35006,"Cibola County, NM",NM,24380,"Grants, NM"
35031,"McKinley County, NM",NM,23700,"Gallup, NM"
35039,"Rio Arriba County, NM",NM,21580,"Española, NM"
35049,"Santa Fe County, NM",NM,42140,"Santa Fe, NM"
35027,"Lincoln County, NM",NM,40760,"Ruidoso, NM"
35028,"Los Alamos County, NM",NM,31060,"Los Alamos, NM"
35047,"San Miguel County, NM",NM,29780,"Las Vegas, NM"
35051,"Sierra County, NM",NM,99999,NA
35029,"Luna County, NM",NM,19700,"Deming, NM"
35009,"Curry County, NM",NM,17580,"Clovis, NM"
35011,"De Baca County, NM",NM,99999,NA
35059,"Union County, NM",NM,99999,NA
35057,"Torrance County, NM",NM,10740,"Albuquerque, NM"
48389,"Reeves County, TX",TX,37780,"Pecos, TX"
48109,"Culberson County, TX",TX,99999,NA
35023,"Hidalgo County, NM",NM,99999,NA
35041,"Roosevelt County, NM",NM,38780,"Portales, NM"
35005,"Chaves County, NM",NM,40740,"Roswell, NM"
35021,"Harding County, NM",NM,99999,NA
48111,"Dallam County, TX",TX,99999,NA
4001,"Apache County, AZ",AZ,99999,NA
8023,"Costilla County, CO",CO,99999,NA
36031,"Essex County, NY",NY,99999,NA
36041,"Hamilton County, NY",NY,99999,NA
36019,"Clinton County, NY",NY,38460,"Plattsburgh, NY"
36025,"Delaware County, NY",NY,99999,NA
36107,"Tioga County, NY",NY,13780,"Binghamton, NY"
36007,"Broome County, NY",NY,13780,"Binghamton, NY"
36113,"Warren County, NY",NY,24020,"Glens Falls, NY"
36049,"Lewis County, NY",NY,99999,NA
36045,"Jefferson County, NY",NY,48060,"Watertown-Fort Drum, NY"
36011,"Cayuga County, NY",NY,12180,"Auburn, NY"
36023,"Cortland County, NY",NY,18660,"Cortland, NY"
36121,"Wyoming County, NY",NY,99999,NA
36037,"Genesee County, NY",NY,12860,"Batavia, NY"
36073,"Orleans County, NY",NY,40380,"Rochester, NY"
36059,"Nassau County, NY",NY,35620,"New York-Newark-Jersey City, NY-NJ-PA"
36009,"Cattaraugus County, NY",NY,36460,"Olean, NY"
36003,"Allegany County, NY",NY,99999,NA
36065,"Oneida County, NY",NY,46540,"Utica-Rome, NY"
36053,"Madison County, NY",NY,45060,"Syracuse, NY"
36043,"Herkimer County, NY",NY,46540,"Utica-Rome, NY"
36005,"Bronx County, NY",NY,35620,"New York-Newark-Jersey City, NY-NJ-PA"
36029,"Erie County, NY",NY,15380,"Buffalo-Cheektowaga-Niagara Falls, NY"
36061,"New York County, NY",NY,35620,"New York-Newark-Jersey City, NY-NJ-PA"
36071,"Orange County, NY",NY,35620,"New York-Newark-Jersey City, NY-NJ-PA"
36081,"Queens County, NY",NY,35620,"New York-Newark-Jersey City, NY-NJ-PA"
36001,"Albany County, NY",NY,10580,"Albany-Schenectady-Troy, NY"
36047,"Kings County, NY",NY,35620,"New York-Newark-Jersey City, NY-NJ-PA"
36091,"Saratoga County, NY",NY,10580,"Albany-Schenectady-Troy, NY"
36119,"Westchester County, NY",NY,35620,"New York-Newark-Jersey City, NY-NJ-PA"
36109,"Tompkins County, NY",NY,27060,"Ithaca, NY"
36021,"Columbia County, NY",NY,26460,"Hudson, NY"
36015,"Chemung County, NY",NY,21300,"Elmira, NY"
36117,"Wayne County, NY",NY,40380,"Rochester, NY"
36111,"Ulster County, NY",NY,28740,"Kingston, NY"
36013,"Chautauqua County, NY",NY,27460,"Jamestown-Dunkirk-Fredonia, NY"
36099,"Seneca County, NY",NY,42900,"Seneca Falls, NY"
36103,"Suffolk County, NY",NY,35620,"New York-Newark-Jersey City, NY-NJ-PA"
36027,"Dutchess County, NY",NY,35620,"New York-Newark-Jersey City, NY-NJ-PA"
36033,"Franklin County, NY",NY,31660,"Malone, NY"
36035,"Fulton County, NY",NY,24100,"Gloversville, NY"
36067,"Onondaga County, NY",NY,45060,"Syracuse, NY"
36063,"Niagara County, NY",NY,15380,"Buffalo-Cheektowaga-Niagara Falls, NY"
36069,"Ontario County, NY",NY,40380,"Rochester, NY"
36085,"Richmond County, NY",NY,35620,"New York-Newark-Jersey City, NY-NJ-PA"
36089,"St. Lawrence County, NY",NY,36300,"Ogdensburg-Massena, NY"
36101,"Steuben County, NY",NY,18500,"Corning, NY"
36115,"Washington County, NY",NY,24020,"Glens Falls, NY"
36123,"Yates County, NY",NY,40380,"Rochester, NY"
36039,"Greene County, NY",NY,99999,NA
36075,"Oswego County, NY",NY,45060,"Syracuse, NY"
36105,"Sullivan County, NY",NY,99999,NA
36055,"Monroe County, NY",NY,40380,"Rochester, NY"
36095,"Schoharie County, NY",NY,10580,"Albany-Schenectady-Troy, NY"
36057,"Montgomery County, NY",NY,11220,"Amsterdam, NY"
34037,"Sussex County, NJ",NJ,35620,"New York-Newark-Jersey City, NY-NJ-PA"
36083,"Rensselaer County, NY",NY,10580,"Albany-Schenectady-Troy, NY"
36093,"Schenectady County, NY",NY,10580,"Albany-Schenectady-Troy, NY"
36017,"Chenango County, NY",NY,99999,NA
36077,"Otsego County, NY",NY,36580,"Oneonta, NY"
36079,"Putnam County, NY",NY,35620,"New York-Newark-Jersey City, NY-NJ-PA"
36087,"Rockland County, NY",NY,35620,"New York-Newark-Jersey City, NY-NJ-PA"
36051,"Livingston County, NY",NY,40380,"Rochester, NY"
36097,"Schuyler County, NY",NY,99999,NA
37049,"Craven County, NC",NC,35100,"New Bern, NC"
37061,"Duplin County, NC",NC,99999,NA
37107,"Lenoir County, NC",NC,28820,"Kinston, NC"
37079,"Greene County, NC",NC,99999,NA
37133,"Onslow County, NC",NC,27340,"Jacksonville, NC"
37103,"Jones County, NC",NC,35100,"New Bern, NC"
37047,"Columbus County, NC",NC,99999,NA
37063,"Durham County, NC",NC,20500,"Durham-Chapel Hill, NC"
37007,"Anson County, NC",NC,99999,NA
37095,"Hyde County, NC",NC,99999,NA
37017,"Bladen County, NC",NC,99999,NA
37149,"Polk County, NC",NC,99999,NA
37043,"Clay County, NC",NC,99999,NA
37113,"Macon County, NC",NC,99999,NA
37173,"Swain County, NC",NC,99999,NA
37195,"Wilson County, NC",NC,48980,"Wilson, NC"
37127,"Nash County, NC",NC,40580,"Rocky Mount, NC"
37039,"Cherokee County, NC",NC,99999,NA
37059,"Davie County, NC",NC,49180,"Winston-Salem, NC"
37051,"Cumberland County, NC",NC,22180,"Fayetteville, NC"
37075,"Graham County, NC",NC,99999,NA
37085,"Harnett County, NC",NC,20380,"Dunn, NC"
37091,"Hertford County, NC",NC,99999,NA
37099,"Jackson County, NC",NC,19000,"Cullowhee, NC"
37135,"Orange County, NC",NC,20500,"Durham-Chapel Hill, NC"
37163,"Sampson County, NC",NC,99999,NA
37167,"Stanly County, NC",NC,10620,"Albemarle, NC"
37185,"Warren County, NC",NC,99999,NA
37019,"Brunswick County, NC",NC,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC"
37031,"Carteret County, NC",NC,33980,"Morehead City, NC"
37055,"Dare County, NC",NC,28620,"Kill Devil Hills, NC"
37137,"Pamlico County, NC",NC,35100,"New Bern, NC"
37141,"Pender County, NC",NC,48900,"Wilmington, NC"
37183,"Wake County, NC",NC,39580,"Raleigh, NC"
37187,"Washington County, NC",NC,99999,NA
37165,"Scotland County, NC",NC,29900,"Laurinburg, NC"
37077,"Granville County, NC",NC,37080,"Oxford, NC"
37067,"Forsyth County, NC",NC,49180,"Winston-Salem, NC"
37001,"Alamance County, NC",NC,15500,"Burlington, NC"
37083,"Halifax County, NC",NC,40260,"Roanoke Rapids, NC"
37143,"Perquimans County, NC",NC,21020,"Elizabeth City, NC"
37071,"Gaston County, NC",NC,16740,"Charlotte-Concord-Gastonia, NC-SC"
37029,"Camden County, NC",NC,21020,"Elizabeth City, NC"
37041,"Chowan County, NC",NC,99999,NA
37053,"Currituck County, NC",NC,47260,"Virginia Beach-Norfolk-Newport News, VA-NC"
37089,"Henderson County, NC",NC,11700,"Asheville, NC"
37125,"Moore County, NC",NC,38240,"Pinehurst-Southern Pines, NC"
37129,"New Hanover County, NC",NC,48900,"Wilmington, NC"
37139,"Pasquotank County, NC",NC,21020,"Elizabeth City, NC"
37177,"Tyrrell County, NC",NC,28620,"Kill Devil Hills, NC"
37191,"Wayne County, NC",NC,24140,"Goldsboro, NC"
37119,"Mecklenburg County, NC",NC,16740,"Charlotte-Concord-Gastonia, NC-SC"
37013,"Beaufort County, NC",NC,47820,"Washington, NC"
37117,"Martin County, NC",NC,99999,NA
37015,"Bertie County, NC",NC,99999,NA
37147,"Pitt County, NC",NC,24780,"Greenville, NC"
37101,"Johnston County, NC",NC,39580,"Raleigh, NC"
37023,"Burke County, NC",NC,25860,"Hickory-Lenoir-Morganton, NC"
37035,"Catawba County, NC",NC,25860,"Hickory-Lenoir-Morganton, NC"
37027,"Caldwell County, NC",NC,25860,"Hickory-Lenoir-Morganton, NC"
37003,"Alexander County, NC",NC,25860,"Hickory-Lenoir-Morganton, NC"
37057,"Davidson County, NC",NC,49180,"Winston-Salem, NC"
51025,"Brunswick County, VA",VA,99999,NA
37021,"Buncombe County, NC",NC,11700,"Asheville, NC"
37115,"Madison County, NC",NC,11700,"Asheville, NC"
37175,"Transylvania County, NC",NC,14820,"Brevard, NC"
37081,"Guilford County, NC",NC,24660,"Greensboro-High Point, NC"
37069,"Franklin County, NC",NC,39580,"Raleigh, NC"
37145,"Person County, NC",NC,20500,"Durham-Chapel Hill, NC"
37181,"Vance County, NC",NC,25780,"Henderson, NC"
37033,"Caswell County, NC",NC,99999,NA
13111,"Fannin County, GA",GA,99999,NA
37123,"Montgomery County, NC",NC,99999,NA
37153,"Richmond County, NC",NC,40460,"Rockingham, NC"
37105,"Lee County, NC",NC,41820,"Sanford, NC"
37037,"Chatham County, NC",NC,20500,"Durham-Chapel Hill, NC"
37097,"Iredell County, NC",NC,16740,"Charlotte-Concord-Gastonia, NC-SC"
37109,"Lincoln County, NC",NC,16740,"Charlotte-Concord-Gastonia, NC-SC"
37025,"Cabarrus County, NC",NC,16740,"Charlotte-Concord-Gastonia, NC-SC"
37159,"Rowan County, NC",NC,16740,"Charlotte-Concord-Gastonia, NC-SC"
37179,"Union County, NC",NC,16740,"Charlotte-Concord-Gastonia, NC-SC"
37073,"Gates County, NC",NC,47260,"Virginia Beach-Norfolk-Newport News, VA-NC"
37009,"Ashe County, NC",NC,99999,NA
37199,"Yancey County, NC",NC,99999,NA
37193,"Wilkes County, NC",NC,35900,"North Wilkesboro, NC"
37121,"Mitchell County, NC",NC,99999,NA
37189,"Watauga County, NC",NC,14380,"Boone, NC"
37005,"Alleghany County, NC",NC,99999,NA
37011,"Avery County, NC",NC,99999,NA
37151,"Randolph County, NC",NC,24660,"Greensboro-High Point, NC"
45021,"Cherokee County, SC",SC,23500,"Gaffney, SC"
37155,"Robeson County, NC",NC,31300,"Lumberton, NC"
37093,"Hoke County, NC",NC,22180,"Fayetteville, NC"
37111,"McDowell County, NC",NC,32000,"Marion, NC"
37161,"Rutherford County, NC",NC,22580,"Forest City, NC"
37045,"Cleveland County, NC",NC,43140,"Shelby, NC"
37171,"Surry County, NC",NC,34340,"Mount Airy, NC"
37197,"Yadkin County, NC",NC,49180,"Winston-Salem, NC"
37169,"Stokes County, NC",NC,49180,"Winston-Salem, NC"
37157,"Rockingham County, NC",NC,24660,"Greensboro-High Point, NC"
37087,"Haywood County, NC",NC,11700,"Asheville, NC"
37131,"Northampton County, NC",NC,40260,"Roanoke Rapids, NC"
37065,"Edgecombe County, NC",NC,40580,"Rocky Mount, NC"
51077,"Grayson County, VA",VA,99999,NA
45033,"Dillon County, SC",SC,99999,NA
38013,"Burke County, ND",ND,99999,NA
38075,"Renville County, ND",ND,33500,"Minot, ND"
38009,"Bottineau County, ND",ND,99999,NA
38069,"Pierce County, ND",ND,99999,NA
38101,"Ward County, ND",ND,33500,"Minot, ND"
38039,"Griggs County, ND",ND,99999,NA
38093,"Stutsman County, ND",ND,27420,"Jamestown, ND"
38003,"Barnes County, ND",ND,99999,NA
38045,"LaMoure County, ND",ND,99999,NA
38021,"Dickey County, ND",ND,99999,NA
38077,"Richland County, ND",ND,47420,"Wahpeton, ND-MN"
38017,"Cass County, ND",ND,22020,"Fargo, ND-MN"
38025,"Dunn County, ND",ND,99999,NA
38001,"Adams County, ND",ND,99999,NA
38033,"Golden Valley County, ND",ND,99999,NA
38089,"Stark County, ND",ND,19860,"Dickinson, ND"
38041,"Hettinger County, ND",ND,99999,NA
38063,"Nelson County, ND",ND,99999,NA
38043,"Kidder County, ND",ND,99999,NA
38037,"Grant County, ND",ND,99999,NA
38059,"Morton County, ND",ND,13900,"Bismarck, ND"
38029,"Emmons County, ND",ND,99999,NA
38015,"Burleigh County, ND",ND,13900,"Bismarck, ND"
38055,"McLean County, ND",ND,99999,NA
38083,"Sheridan County, ND",ND,99999,NA
38057,"Mercer County, ND",ND,99999,NA
38005,"Benson County, ND",ND,99999,NA
38027,"Eddy County, ND",ND,99999,NA
38079,"Rolette County, ND",ND,99999,NA
38087,"Slope County, ND",ND,99999,NA
38081,"Sargent County, ND",ND,99999,NA
38023,"Divide County, ND",ND,99999,NA
38035,"Grand Forks County, ND",ND,24220,"Grand Forks, ND-MN"
38071,"Ramsey County, ND",ND,99999,NA
38095,"Towner County, ND",ND,99999,NA
38019,"Cavalier County, ND",ND,99999,NA
38053,"McKenzie County, ND",ND,99999,NA
38105,"Williams County, ND",ND,48780,"Williston, ND"
38061,"Mountrail County, ND",ND,99999,NA
38049,"McHenry County, ND",ND,33500,"Minot, ND"
38051,"McIntosh County, ND",ND,99999,NA
38103,"Wells County, ND",ND,99999,NA
38047,"Logan County, ND",ND,99999,NA
38031,"Foster County, ND",ND,99999,NA
38091,"Steele County, ND",ND,99999,NA
38073,"Ransom County, ND",ND,99999,NA
38097,"Traill County, ND",ND,99999,NA
38011,"Bowman County, ND",ND,99999,NA
38007,"Billings County, ND",ND,99999,NA
38067,"Pembina County, ND",ND,99999,NA
38099,"Walsh County, ND",ND,99999,NA
38065,"Oliver County, ND",ND,13900,"Bismarck, ND"
38085,"Sioux County, ND",ND,13900,"Bismarck, ND"
39169,"Wayne County, OH",OH,49300,"Wooster, OH"
39157,"Tuscarawas County, OH",OH,35420,"New Philadelphia-Dover, OH"
39151,"Stark County, OH",OH,15940,"Canton-Massillon, OH"
39133,"Portage County, OH",OH,10420,"Akron, OH"
39029,"Columbiana County, OH",OH,41400,"Salem, OH"
39103,"Medina County, OH",OH,17460,"Cleveland-Elyria, OH"
39085,"Lake County, OH",OH,17460,"Cleveland-Elyria, OH"
39007,"Ashtabula County, OH",OH,11780,"Ashtabula, OH"
39035,"Cuyahoga County, OH",OH,17460,"Cleveland-Elyria, OH"
39055,"Geauga County, OH",OH,17460,"Cleveland-Elyria, OH"
39043,"Erie County, OH",OH,41780,"Sandusky, OH"
39093,"Lorain County, OH",OH,17460,"Cleveland-Elyria, OH"
39005,"Ashland County, OH",OH,11740,"Ashland, OH"
39153,"Summit County, OH",OH,10420,"Akron, OH"
39155,"Trumbull County, OH",OH,49660,"Youngstown-Warren-Boardman, OH-PA"
39021,"Champaign County, OH",OH,46500,"Urbana, OH"
39113,"Montgomery County, OH",OH,19380,"Dayton, OH"
39109,"Miami County, OH",OH,19380,"Dayton, OH"
39149,"Shelby County, OH",OH,43380,"Sidney, OH"
39047,"Fayette County, OH",OH,47920,"Washington Court House, OH"
39045,"Fairfield County, OH",OH,18140,"Columbus, OH"
39041,"Delaware County, OH",OH,18140,"Columbus, OH"
39049,"Franklin County, OH",OH,18140,"Columbus, OH"
39083,"Knox County, OH",OH,34540,"Mount Vernon, OH"
39121,"Noble County, OH",OH,99999,NA
39111,"Monroe County, OH",OH,99999,NA
39131,"Pike County, OH",OH,99999,NA
39075,"Holmes County, OH",OH,99999,NA
39031,"Coshocton County, OH",OH,18740,"Coshocton, OH"
39001,"Adams County, OH",OH,99999,NA
39105,"Meigs County, OH",OH,99999,NA
39115,"Morgan County, OH",OH,99999,NA
39079,"Jackson County, OH",OH,27160,"Jackson, OH"
39019,"Carroll County, OH",OH,15940,"Canton-Massillon, OH"
39009,"Athens County, OH",OH,11900,"Athens, OH"
39061,"Hamilton County, OH",OH,17140,"Cincinnati, OH-KY-IN"
39015,"Brown County, OH",OH,17140,"Cincinnati, OH-KY-IN"
39025,"Clermont County, OH",OH,17140,"Cincinnati, OH-KY-IN"
39017,"Butler County, OH",OH,17140,"Cincinnati, OH-KY-IN"
39137,"Putnam County, OH",OH,99999,NA
39069,"Henry County, OH",OH,99999,NA
